customer_id,merchant_id,merchant_category,transaction_amount,transaction_date,transaction_time,state,payment_method,transaction_status,is_fraud,fraud_type
1177,226,Gas,1776.94,2025-09-29,09:54:00,NY,Debit Card,Approved,False,None
1457,201,Grocery,571.32,2025-07-08,05:10:00,CA,Credit Card,Approved,False,None
1082,207,Retail,146.79,2026-02-05,02:51:00,TX,Credit Card,Approved,False,None
1186,227,Grocery,1095.19,2026-01-08,09:59:00,NY,Debit Card,Approved,False,None
1359,241,Restaurant,98.49,2026-04-16,03:52:00,IL,Credit Card,Approved,False,None
1230,220,Grocery,374.55,2025-11-14,03:39:00,NY,Credit Card,Approved,False,None
1385,237,Retail,1402.79,2025-08-01,20:17:00,TX,Mobile Wallet,Approved,False,None
1161,238,Electronics,914.32,2025-07-25,00:02:00,NY,Debit Card,Approved,False,None
1284,250,Retail,483.72,2025-07-05,14:14:00,CA,Debit Card,Approved,False,None
1119,206,Electronics,1056.43,2025-11-24,04:33:00,NY,Credit Card,Approved,False,None
1256,234,Gas,453.08,2025-08-22,12:16:00,FL,Debit Card,Approved,False,None
1031,231,Electronics,219.85,2026-05-29,03:17:00,IL,Mobile Wallet,Approved,False,None
1084,209,Grocery,1971.99,2026-06-09,12:34:00,TX,Debit Card,Approved,False,None
1129,228,Grocery,792.53,2025-11-15,12:38:00,TX,Credit Card,Approved,False,None
1032,213,Restaurant,793.79,2025-11-07,18:52:00,TX,Credit Card,Approved,False,None
1192,233,Travel,945.83,2026-06-11,10:39:00,IL,Debit Card,Approved,False,None
1416,244,Grocery,1414.56,2025-12-15,00:43:00,FL,Mobile Wallet,Approved,False,None
1375,204,Grocery,691.65,2026-04-13,19:11:00,NY,Debit Card,Approved,False,None
1291,235,Retail,628.86,2026-03-23,15:41:00,CA,Debit Card,Approved,False,None
1305,201,Retail,1999.43,2026-06-04,19:11:00,TX,Debit Card,Approved,False,None
1028,224,Grocery,1443.62,2026-04-05,22:22:00,IL,Credit Card,Approved,False,None
1322,246,Restaurant,444.53,2025-09-28,07:14:00,NY,Credit Card,Approved,False,None
1449,209,Retail,976.05,2026-02-21,13:20:00,CA,Credit Card,Approved,False,None
1066,207,Grocery,1945.9,2026-03-22,19:08:00,NY,Debit Card,Approved,False,None
1052,228,Grocery,1392.49,2025-11-12,20:21:00,FL,Credit Card,Approved,False,None
1147,249,Electronics,355.49,2025-12-26,23:19:00,IL,Mobile Wallet,Approved,False,None
1342,218,Grocery,1848.88,2026-02-08,05:15:00,CA,Debit Card,Approved,False,None
1066,228,Gas,1296.34,2026-04-11,22:19:00,IL,Debit Card,Approved,False,None
1149,215,Gas,663.08,2025-07-11,04:29:00,NY,Debit Card,Approved,False,None
1074,239,Grocery,211.19,2026-05-03,21:16:00,CA,Mobile Wallet,Approved,False,None
1074,231,Grocery,488.25,2025-08-12,11:17:00,CA,Mobile Wallet,Approved,False,None
1029,250,Grocery,1458.89,2025-09-28,14:58:00,FL,Credit Card,Approved,False,None
1412,202,Gas,563.47,2025-08-07,00:49:00,TX,Mobile Wallet,Approved,False,None
1085,249,Travel,1676.0,2026-06-03,07:01:00,IL,Credit Card,Approved,False,None
1045,231,Grocery,254.71,2025-09-19,05:38:00,IL,Mobile Wallet,Approved,False,None
1176,242,Retail,491.11,2025-08-05,05:02:00,TX,Debit Card,Approved,False,None
1361,237,Electronics,1760.81,2026-05-01,10:49:00,NY,Credit Card,Approved,False,None
1189,247,Electronics,1377.22,2025-11-26,09:02:00,IL,Credit Card,Approved,False,None
1387,222,Grocery,414.09,2025-10-27,06:43:00,TX,Credit Card,Approved,False,None
1084,222,Restaurant,1421.15,2025-12-19,15:41:00,CA,Mobile Wallet,Approved,False,None
1046,239,Retail,664.68,2026-03-04,08:47:00,FL,Debit Card,Approved,False,None
1185,242,Restaurant,1339.7,2025-10-06,14:41:00,FL,Debit Card,Approved,False,None
1135,249,Gas,1841.37,2025-08-22,14:23:00,IL,Mobile Wallet,Approved,False,None
1349,212,Electronics,1774.05,2025-07-26,03:54:00,TX,Mobile Wallet,Approved,False,None
1104,220,Retail,1905.31,2025-08-31,07:00:00,CA,Debit Card,Approved,False,None
1263,204,Retail,1449.78,2025-11-21,11:36:00,TX,Mobile Wallet,Approved,False,None
1152,231,Electronics,456.28,2026-03-30,07:41:00,FL,Credit Card,Approved,False,None
1167,212,Electronics,726.42,2026-05-18,01:20:00,NY,Debit Card,Approved,False,None
1369,232,Travel,93.98,2026-06-16,10:14:00,NY,Debit Card,Approved,False,None
1430,227,Retail,330.34,2025-12-30,14:07:00,NY,Debit Card,Approved,True,Account Takeover
1219,227,Restaurant,1318.89,2026-02-01,01:17:00,NY,Debit Card,Approved,False,None
1254,229,Retail,1370.4,2025-09-05,06:27:00,TX,Mobile Wallet,Approved,False,None
1192,224,Restaurant,999.47,2026-05-25,03:31:00,NY,Debit Card,Approved,False,None
1411,245,Gas,1299.13,2025-08-14,15:13:00,IL,Credit Card,Approved,False,None
1437,203,Restaurant,905.7,2025-11-02,00:37:00,NY,Debit Card,Approved,False,None
1129,201,Retail,373.84,2026-06-22,04:55:00,TX,Credit Card,Approved,False,None
1383,248,Gas,960.42,2025-12-11,05:48:00,IL,Debit Card,Approved,False,None
1142,211,Travel,836.18,2026-03-28,07:35:00,CA,Mobile Wallet,Approved,False,None
1373,241,Electronics,1999.1,2025-10-20,22:14:00,TX,Debit Card,Approved,False,None
1282,238,Grocery,1577.41,2026-01-08,14:21:00,TX,Mobile Wallet,Approved,False,None
1215,243,Travel,1476.42,2026-04-04,01:55:00,CA,Credit Card,Approved,False,None
1050,247,Gas,894.9,2025-12-29,09:19:00,IL,Credit Card,Approved,False,None
1187,232,Retail,1055.26,2026-01-18,02:29:00,CA,Credit Card,Approved,False,None
1488,238,Electronics,1036.24,2026-05-25,02:27:00,NY,Credit Card,Approved,False,None
1165,241,Gas,1846.71,2026-01-28,01:38:00,TX,Credit Card,Approved,False,None
1108,230,Grocery,356.49,2025-06-25,14:20:00,FL,Mobile Wallet,Approved,False,None
1314,247,Restaurant,581.1,2026-05-28,12:21:00,CA,Debit Card,Approved,False,None
1010,221,Grocery,70.53,2026-04-05,22:41:00,TX,Mobile Wallet,Approved,False,None
1155,214,Restaurant,1938.92,2026-04-17,05:49:00,CA,Credit Card,Approved,False,None
1283,215,Gas,1792.26,2026-01-29,10:13:00,FL,Debit Card,Approved,False,None
1366,250,Electronics,1964.21,2026-03-06,23:13:00,TX,Debit Card,Approved,False,None
1359,250,Electronics,22.13,2025-07-26,07:39:00,NY,Debit Card,Approved,False,None
1414,243,Grocery,1060.46,2025-07-16,21:50:00,TX,Credit Card,Approved,False,None
1222,238,Restaurant,813.53,2026-02-02,19:00:00,CA,Mobile Wallet,Approved,False,None
1152,207,Restaurant,624.4,2025-09-15,00:16:00,CA,Debit Card,Approved,False,None
1171,237,Gas,1660.33,2026-01-21,06:33:00,TX,Debit Card,Approved,False,None
1392,230,Retail,885.93,2026-02-23,16:32:00,TX,Mobile Wallet,Approved,False,None
1227,226,Grocery,658.92,2026-02-03,12:31:00,TX,Mobile Wallet,Approved,False,None
1481,212,Restaurant,1409.1,2026-05-08,14:09:00,FL,Mobile Wallet,Approved,False,None
1275,208,Restaurant,1993.33,2025-07-19,22:31:00,NY,Mobile Wallet,Approved,False,None
1236,234,Restaurant,1796.55,2025-11-14,09:31:00,CA,Mobile Wallet,Approved,False,None
1020,228,Gas,1977.24,2026-02-17,02:38:00,NY,Credit Card,Approved,False,None
1003,228,Grocery,990.92,2026-02-01,14:44:00,NY,Debit Card,Approved,False,None
1315,237,Electronics,445.85,2025-09-03,03:01:00,IL,Mobile Wallet,Approved,False,None
1195,202,Electronics,884.51,2025-08-07,23:40:00,IL,Debit Card,Approved,False,None
1287,222,Travel,710.17,2025-07-10,07:16:00,IL,Credit Card,Approved,False,None
1080,249,Grocery,569.54,2025-07-19,18:02:00,TX,Mobile Wallet,Approved,False,None
1112,232,Restaurant,1744.9,2026-05-17,18:43:00,FL,Credit Card,Approved,False,None
1473,225,Restaurant,100.75,2025-08-26,20:35:00,NY,Debit Card,Approved,False,None
1271,224,Gas,1594.94,2025-07-28,18:25:00,NY,Debit Card,Approved,False,None
1316,235,Grocery,1318.39,2026-01-30,07:11:00,NY,Credit Card,Approved,False,None
1475,204,Gas,806.72,2025-08-23,18:48:00,TX,Credit Card,Approved,False,None
1319,250,Travel,1907.23,2026-04-24,16:35:00,CA,Mobile Wallet,Approved,True,Friendly Fraud
1470,207,Electronics,1940.56,2025-08-14,20:35:00,CA,Credit Card,Approved,False,None
1165,244,Retail,1994.0,2026-06-15,11:01:00,FL,Credit Card,Approved,False,None
1276,230,Electronics,70.74,2026-05-17,21:02:00,CA,Debit Card,Approved,False,None
1424,237,Restaurant,946.43,2025-09-27,15:54:00,IL,Debit Card,Approved,False,None
1123,226,Grocery,1381.22,2025-09-24,19:40:00,IL,Mobile Wallet,Approved,False,None
1324,229,Restaurant,1992.62,2026-06-19,02:26:00,IL,Debit Card,Approved,False,None
1382,244,Retail,364.12,2025-12-26,16:54:00,NY,Credit Card,Approved,False,None
1437,226,Grocery,1399.74,2026-05-08,18:17:00,CA,Credit Card,Approved,False,None
1040,234,Retail,1399.29,2025-07-27,21:12:00,NY,Mobile Wallet,Approved,False,None
1184,242,Retail,1055.18,2026-01-27,00:09:00,FL,Mobile Wallet,Approved,False,None
1282,242,Travel,756.93,2026-01-17,02:17:00,TX,Debit Card,Approved,False,None
1246,240,Gas,243.03,2025-12-29,03:32:00,IL,Mobile Wallet,Approved,False,None
1047,243,Gas,1346.52,2025-11-11,02:46:00,TX,Debit Card,Approved,False,None
1389,211,Electronics,282.69,2025-11-18,14:56:00,CA,Debit Card,Approved,False,None
1139,219,Retail,1171.16,2026-06-07,16:26:00,TX,Debit Card,Approved,False,None
1036,212,Grocery,1333.63,2026-02-25,07:24:00,TX,Mobile Wallet,Approved,False,None
1287,247,Restaurant,1554.83,2026-04-25,15:44:00,TX,Credit Card,Approved,False,None
1094,209,Restaurant,1603.45,2025-12-01,12:25:00,NY,Mobile Wallet,Approved,False,None
1328,235,Electronics,557.69,2025-11-25,11:22:00,TX,Mobile Wallet,Approved,False,None
1344,218,Restaurant,1627.11,2025-09-27,14:01:00,FL,Mobile Wallet,Approved,False,None
1265,227,Gas,1552.51,2026-03-02,20:05:00,IL,Mobile Wallet,Approved,False,None
1024,212,Restaurant,1995.25,2025-08-26,20:50:00,FL,Mobile Wallet,Approved,False,None
1362,204,Electronics,184.24,2025-11-02,02:25:00,NY,Credit Card,Approved,False,None
1200,230,Grocery,1248.75,2025-11-12,13:03:00,FL,Mobile Wallet,Approved,False,None
1416,248,Grocery,1410.35,2025-08-27,12:59:00,FL,Mobile Wallet,Approved,False,None
1428,238,Retail,118.06,2026-02-04,15:29:00,TX,Debit Card,Approved,False,None
1076,213,Grocery,1709.47,2025-10-14,10:48:00,NY,Credit Card,Approved,False,None
1031,243,Gas,1306.88,2026-01-03,20:37:00,CA,Credit Card,Approved,False,None
1346,230,Gas,968.9,2025-09-10,12:52:00,CA,Credit Card,Approved,False,None
1264,205,Grocery,589.61,2025-11-03,22:04:00,CA,Debit Card,Approved,False,None
1462,239,Electronics,1725.54,2026-03-04,01:07:00,CA,Mobile Wallet,Approved,False,None
1490,238,Travel,629.41,2025-11-10,16:32:00,CA,Debit Card,Approved,False,None
1300,212,Retail,1531.61,2026-05-02,13:30:00,NY,Mobile Wallet,Approved,False,None
1269,203,Retail,288.78,2025-07-09,19:50:00,IL,Credit Card,Approved,False,None
1347,230,Electronics,306.93,2026-03-20,22:15:00,TX,Mobile Wallet,Approved,False,None
1478,245,Electronics,1515.4,2025-12-03,08:13:00,TX,Debit Card,Approved,False,None
1243,240,Gas,1735.14,2026-04-23,21:45:00,TX,Mobile Wallet,Approved,False,None
1008,245,Retail,26.25,2025-10-28,11:36:00,CA,Credit Card,Approved,False,None
1424,204,Travel,1734.12,2025-11-27,20:31:00,IL,Debit Card,Approved,False,None
1421,220,Grocery,1831.04,2025-08-16,17:05:00,FL,Debit Card,Approved,False,None
1304,206,Travel,86.12,2025-10-27,06:05:00,TX,Credit Card,Approved,False,None
1055,236,Retail,240.87,2026-05-11,21:10:00,TX,Debit Card,Approved,False,None
1493,201,Grocery,379.58,2026-02-04,10:23:00,FL,Mobile Wallet,Approved,False,None
1268,245,Retail,313.57,2026-02-11,14:09:00,TX,Debit Card,Approved,False,None
1476,235,Retail,1968.94,2026-02-11,06:42:00,CA,Credit Card,Approved,False,None
1178,242,Electronics,241.53,2026-06-11,14:29:00,NY,Mobile Wallet,Approved,False,None
1418,224,Retail,1373.12,2025-07-19,01:24:00,TX,Credit Card,Approved,False,None
1421,223,Grocery,72.78,2026-03-13,09:02:00,TX,Credit Card,Approved,False,None
1157,213,Electronics,1011.6,2026-02-07,13:24:00,FL,Mobile Wallet,Approved,False,None
1037,231,Electronics,718.2,2026-06-23,09:03:00,NY,Credit Card,Approved,False,None
1346,229,Grocery,1909.98,2025-11-25,10:35:00,TX,Credit Card,Approved,True,Account Takeover
1199,211,Retail,1391.43,2025-12-14,00:05:00,FL,Debit Card,Approved,False,None
1406,224,Retail,425.54,2025-12-06,18:33:00,CA,Mobile Wallet,Approved,False,None
1012,220,Travel,1516.99,2025-07-27,18:51:00,CA,Credit Card,Approved,False,None
1316,219,Retail,391.6,2025-11-12,13:32:00,FL,Debit Card,Approved,False,None
1338,219,Retail,1398.52,2026-02-23,21:19:00,NY,Mobile Wallet,Approved,False,None
1495,229,Grocery,1831.02,2026-02-11,21:06:00,NY,Credit Card,Approved,False,None
1129,226,Retail,451.4,2025-08-10,05:19:00,CA,Debit Card,Approved,False,None
1446,244,Travel,1065.06,2025-10-13,04:06:00,FL,Mobile Wallet,Approved,False,None
1102,240,Travel,1160.17,2026-01-15,02:57:00,CA,Credit Card,Approved,False,None
1167,223,Gas,1619.64,2025-09-11,13:39:00,NY,Mobile Wallet,Approved,False,None
1167,235,Retail,1643.46,2026-05-17,12:31:00,TX,Credit Card,Approved,False,None
1369,217,Electronics,1161.06,2026-03-01,15:21:00,NY,Debit Card,Approved,False,None
1470,200,Grocery,890.66,2026-04-15,01:36:00,FL,Debit Card,Approved,False,None
1259,239,Retail,888.89,2026-06-18,16:17:00,TX,Debit Card,Approved,False,None
1280,201,Travel,1577.78,2026-05-15,12:02:00,IL,Mobile Wallet,Approved,False,None
1230,246,Retail,1921.68,2026-03-23,12:35:00,IL,Debit Card,Approved,False,None
1376,234,Restaurant,550.53,2026-06-20,03:50:00,NY,Credit Card,Approved,False,None
1463,231,Restaurant,1482.84,2025-08-14,18:16:00,CA,Credit Card,Approved,False,None
1286,226,Restaurant,548.16,2025-12-06,11:18:00,CA,Debit Card,Approved,False,None
1231,216,Restaurant,774.95,2025-11-12,13:47:00,IL,Debit Card,Approved,False,None
1371,249,Grocery,1688.77,2025-08-19,08:01:00,TX,Credit Card,Approved,False,None
1381,235,Restaurant,479.35,2025-12-29,07:53:00,TX,Credit Card,Approved,False,None
1346,209,Restaurant,249.06,2025-11-15,01:48:00,FL,Debit Card,Approved,False,None
1363,226,Travel,1662.81,2026-05-05,10:15:00,TX,Credit Card,Approved,False,None
1441,205,Grocery,468.02,2025-09-12,15:04:00,TX,Debit Card,Approved,False,None
1228,230,Retail,279.15,2025-07-07,09:02:00,NY,Credit Card,Approved,False,None
1043,249,Retail,1210.09,2025-08-13,03:27:00,TX,Credit Card,Approved,False,None
1463,243,Grocery,483.35,2026-01-28,15:22:00,TX,Debit Card,Approved,False,None
1328,216,Travel,556.67,2026-01-10,12:06:00,CA,Mobile Wallet,Approved,False,None
1067,216,Gas,1114.17,2025-12-23,11:57:00,FL,Credit Card,Approved,False,None
1117,233,Retail,662.13,2026-01-11,11:29:00,CA,Mobile Wallet,Approved,False,None
1042,248,Gas,1843.96,2025-07-19,18:12:00,IL,Mobile Wallet,Approved,False,None
1112,205,Grocery,1314.91,2025-08-02,15:15:00,IL,Mobile Wallet,Approved,False,None
1046,237,Grocery,1158.12,2026-02-11,12:09:00,IL,Mobile Wallet,Approved,False,None
1234,229,Restaurant,712.84,2026-03-09,13:47:00,TX,Debit Card,Approved,False,None
1033,218,Restaurant,1320.13,2026-03-03,06:47:00,TX,Debit Card,Approved,False,None
1232,227,Travel,56.9,2025-06-30,08:01:00,CA,Debit Card,Approved,False,None
1443,217,Travel,1869.7,2026-05-11,13:17:00,TX,Credit Card,Approved,False,None
1178,207,Retail,1734.69,2025-07-28,17:36:00,FL,Debit Card,Approved,False,None
1233,227,Travel,710.27,2026-04-03,20:42:00,CA,Debit Card,Approved,False,None
1332,249,Restaurant,295.7,2025-08-01,19:48:00,FL,Mobile Wallet,Approved,False,None
1246,241,Retail,575.74,2025-11-07,19:15:00,FL,Credit Card,Approved,False,None
1396,204,Gas,372.8,2025-07-15,16:54:00,IL,Debit Card,Approved,False,None
1200,245,Travel,345.13,2026-05-10,10:50:00,NY,Credit Card,Approved,False,None
1356,227,Restaurant,1784.63,2025-09-02,19:06:00,FL,Mobile Wallet,Approved,False,None
1406,244,Retail,113.21,2026-03-19,14:35:00,CA,Mobile Wallet,Approved,False,None
1214,225,Gas,569.98,2025-07-24,07:22:00,FL,Debit Card,Approved,False,None
1194,229,Restaurant,300.18,2026-05-18,07:51:00,FL,Mobile Wallet,Approved,False,None
1323,220,Grocery,609.59,2025-11-09,00:12:00,NY,Mobile Wallet,Approved,False,None
1384,200,Retail,604.33,2026-05-19,03:19:00,NY,Credit Card,Approved,False,None
1116,248,Travel,635.75,2025-11-02,21:03:00,TX,Credit Card,Approved,False,None
1283,235,Gas,1640.76,2026-06-12,01:14:00,CA,Credit Card,Approved,False,None
1381,232,Grocery,785.29,2025-10-26,19:23:00,FL,Mobile Wallet,Approved,False,None
1174,233,Electronics,1845.19,2025-08-17,17:41:00,FL,Debit Card,Approved,False,None
1068,242,Gas,1401.0,2026-05-20,17:13:00,FL,Debit Card,Approved,False,None
1236,242,Grocery,1420.75,2025-08-24,19:10:00,FL,Mobile Wallet,Approved,False,None
1143,249,Electronics,447.91,2026-01-12,18:28:00,FL,Mobile Wallet,Approved,False,None
1299,222,Electronics,454.78,2026-05-10,20:26:00,NY,Mobile Wallet,Approved,False,None
1328,249,Grocery,1236.51,2025-10-30,09:09:00,IL,Mobile Wallet,Approved,False,None
1160,213,Restaurant,512.8,2026-01-11,09:01:00,TX,Debit Card,Approved,False,None
1121,210,Retail,440.88,2025-07-24,07:14:00,NY,Mobile Wallet,Approved,False,None
1411,218,Restaurant,1713.73,2026-04-04,08:48:00,TX,Credit Card,Approved,False,None
1346,220,Retail,1764.7,2026-04-29,19:04:00,CA,Credit Card,Approved,False,None
1457,210,Electronics,660.69,2025-08-08,22:11:00,IL,Debit Card,Approved,False,None
1246,221,Gas,1905.23,2025-10-03,01:06:00,TX,Debit Card,Approved,False,None
1203,211,Grocery,1626.95,2026-06-14,20:25:00,IL,Debit Card,Approved,False,None
1205,231,Grocery,1850.06,2026-04-10,15:28:00,CA,Debit Card,Approved,False,None
1078,246,Electronics,700.07,2025-07-07,04:49:00,TX,Mobile Wallet,Approved,False,None
1469,201,Retail,846.24,2025-07-04,20:52:00,CA,Credit Card,Approved,False,None
1392,244,Restaurant,1310.47,2026-04-21,06:20:00,NY,Credit Card,Approved,False,None
1358,245,Gas,1133.26,2026-02-03,05:16:00,TX,Debit Card,Approved,False,None
1373,218,Grocery,106.35,2026-01-07,20:45:00,IL,Credit Card,Approved,False,None
1441,200,Restaurant,795.03,2026-05-09,03:12:00,TX,Credit Card,Approved,False,None
1326,244,Gas,1980.71,2026-01-13,14:32:00,IL,Credit Card,Approved,False,None
1240,215,Grocery,994.45,2025-11-02,07:54:00,IL,Mobile Wallet,Approved,False,None
1300,250,Gas,526.72,2025-12-19,17:48:00,NY,Mobile Wallet,Approved,False,None
1453,227,Restaurant,279.3,2025-12-24,00:30:00,CA,Debit Card,Approved,False,None
1494,228,Gas,1374.99,2026-01-07,02:46:00,IL,Credit Card,Approved,True,Account Takeover
1458,250,Gas,1749.52,2026-04-30,17:19:00,IL,Mobile Wallet,Approved,False,None
1352,246,Retail,965.05,2025-07-12,02:16:00,NY,Credit Card,Approved,False,None
1261,243,Travel,1647.02,2026-04-18,16:10:00,IL,Mobile Wallet,Approved,False,None
1438,217,Grocery,1186.84,2025-09-26,03:45:00,CA,Debit Card,Approved,False,None
1083,200,Grocery,1019.68,2025-07-10,19:07:00,TX,Debit Card,Approved,False,None
1433,242,Gas,1998.44,2026-02-07,11:53:00,NY,Credit Card,Approved,False,None
1350,224,Travel,1147.37,2025-11-19,13:16:00,TX,Debit Card,Approved,False,None
1448,232,Gas,1463.69,2026-02-03,22:31:00,NY,Debit Card,Approved,False,None
1333,208,Retail,1397.37,2025-11-07,06:38:00,FL,Debit Card,Approved,False,None
1473,217,Retail,1158.99,2026-02-19,01:54:00,TX,Debit Card,Approved,False,None
1216,211,Travel,941.97,2025-08-11,06:06:00,NY,Credit Card,Approved,False,None
1276,202,Retail,807.34,2026-06-02,14:34:00,TX,Debit Card,Approved,False,None
1159,212,Gas,23.54,2025-08-27,02:27:00,CA,Debit Card,Approved,False,None
1029,228,Electronics,510.27,2025-08-06,15:25:00,IL,Debit Card,Approved,False,None
1127,235,Electronics,868.77,2026-05-01,03:04:00,NY,Credit Card,Approved,False,None
1336,210,Travel,244.04,2026-02-27,17:44:00,TX,Mobile Wallet,Approved,False,None
1314,204,Restaurant,1480.96,2026-01-08,19:43:00,NY,Credit Card,Approved,False,None
1190,223,Gas,1455.38,2025-06-30,19:49:00,IL,Debit Card,Approved,False,None
1130,245,Grocery,1696.38,2026-02-01,00:22:00,NY,Credit Card,Approved,False,None
1297,234,Retail,1860.88,2025-07-13,18:28:00,FL,Debit Card,Approved,False,None
1241,227,Electronics,220.18,2025-11-29,23:16:00,FL,Credit Card,Approved,False,None
1306,249,Restaurant,1066.0,2026-03-24,00:43:00,NY,Mobile Wallet,Approved,False,None
1245,233,Retail,1435.43,2025-11-06,15:35:00,IL,Credit Card,Approved,False,None
1023,237,Retail,236.99,2026-06-08,16:20:00,CA,Mobile Wallet,Approved,False,None
1093,231,Grocery,272.7,2026-02-28,11:23:00,TX,Mobile Wallet,Approved,False,None
1019,210,Travel,1565.3,2026-05-17,06:24:00,CA,Mobile Wallet,Approved,False,None
1179,209,Electronics,362.93,2026-01-29,07:07:00,IL,Debit Card,Approved,False,None
1455,243,Restaurant,38.97,2026-01-22,06:27:00,NY,Mobile Wallet,Approved,False,None
1369,220,Restaurant,110.4,2026-04-04,09:16:00,FL,Mobile Wallet,Approved,False,None
1322,242,Travel,1388.55,2025-07-11,02:09:00,TX,Credit Card,Approved,False,None
1061,241,Travel,1395.47,2026-06-02,08:26:00,NY,Debit Card,Approved,False,None
1360,204,Grocery,122.09,2026-01-27,18:27:00,TX,Credit Card,Approved,False,None
1135,248,Electronics,1041.0,2025-07-04,13:19:00,CA,Mobile Wallet,Approved,False,None
1069,210,Travel,1352.11,2026-05-30,05:43:00,CA,Credit Card,Approved,False,None
1361,235,Electronics,1996.99,2026-01-11,10:55:00,IL,Debit Card,Approved,False,None
1028,232,Retail,41.58,2026-04-29,18:47:00,CA,Credit Card,Approved,False,None
1323,216,Restaurant,1211.99,2026-01-28,18:25:00,NY,Debit Card,Approved,False,None
1159,207,Grocery,316.48,2026-01-01,06:17:00,FL,Credit Card,Approved,False,None
1033,202,Restaurant,359.81,2026-03-31,20:47:00,NY,Mobile Wallet,Approved,False,None
1148,214,Travel,1821.23,2026-04-15,07:38:00,TX,Credit Card,Approved,False,None
1115,242,Travel,1831.49,2025-12-22,05:03:00,IL,Credit Card,Approved,False,None
1445,211,Retail,1881.59,2025-10-14,09:47:00,NY,Debit Card,Approved,False,None
1081,249,Retail,1805.04,2025-10-03,22:57:00,FL,Credit Card,Approved,False,None
1360,232,Gas,877.58,2025-11-18,11:23:00,TX,Mobile Wallet,Approved,False,None
1176,224,Retail,1828.6,2026-01-26,17:09:00,TX,Mobile Wallet,Approved,False,None
1073,223,Retail,323.95,2026-04-30,02:28:00,CA,Mobile Wallet,Approved,False,None
1009,228,Retail,188.98,2025-11-01,20:51:00,NY,Debit Card,Approved,False,None
1294,203,Gas,1107.54,2026-06-12,07:19:00,IL,Credit Card,Approved,False,None
1325,234,Retail,12.28,2026-01-26,03:35:00,CA,Debit Card,Approved,False,None
1299,224,Gas,122.17,2026-04-06,23:13:00,CA,Credit Card,Approved,False,None
1236,250,Gas,1407.25,2025-10-11,12:53:00,TX,Credit Card,Approved,False,None
1372,203,Electronics,875.63,2026-06-15,08:25:00,CA,Mobile Wallet,Approved,True,Stolen Card
1280,234,Gas,498.54,2025-07-09,20:47:00,TX,Debit Card,Approved,False,None
1233,210,Retail,853.43,2025-07-07,20:41:00,CA,Debit Card,Approved,False,None
1442,223,Electronics,1921.35,2026-01-16,22:45:00,IL,Mobile Wallet,Approved,False,None
1232,233,Travel,1302.53,2026-05-29,06:57:00,IL,Credit Card,Approved,False,None
1101,239,Gas,1131.31,2026-01-09,02:22:00,IL,Mobile Wallet,Approved,False,None
1153,214,Grocery,1438.21,2025-10-28,00:39:00,NY,Debit Card,Approved,False,None
1051,241,Electronics,875.8,2026-01-16,01:18:00,IL,Debit Card,Approved,False,None
1110,228,Retail,1918.61,2025-11-22,22:47:00,NY,Mobile Wallet,Approved,False,None
1076,236,Gas,1741.44,2025-07-01,19:40:00,TX,Credit Card,Approved,False,None
1129,207,Electronics,1922.83,2026-06-21,12:31:00,NY,Mobile Wallet,Approved,False,None
1500,207,Retail,1697.55,2026-06-02,11:49:00,TX,Debit Card,Approved,False,None
1063,226,Travel,840.12,2026-05-17,06:14:00,FL,Debit Card,Approved,False,None
1225,246,Gas,217.36,2026-05-19,16:33:00,NY,Debit Card,Approved,False,None
1365,248,Retail,955.4,2026-02-21,05:16:00,NY,Mobile Wallet,Approved,False,None
1107,218,Grocery,632.47,2025-09-18,07:00:00,TX,Credit Card,Approved,False,None
1144,206,Grocery,284.87,2026-01-30,04:30:00,TX,Debit Card,Approved,False,None
1386,230,Restaurant,575.93,2026-03-17,01:52:00,TX,Credit Card,Approved,False,None
1074,242,Retail,510.2,2025-12-02,13:11:00,IL,Debit Card,Approved,False,None
1418,235,Retail,1217.46,2026-02-28,21:29:00,NY,Mobile Wallet,Approved,False,None
1184,249,Electronics,1878.03,2026-03-21,06:52:00,NY,Credit Card,Approved,False,None
1107,204,Restaurant,1565.41,2025-10-14,11:20:00,FL,Debit Card,Approved,False,None
1373,248,Travel,1062.73,2026-04-24,15:41:00,NY,Mobile Wallet,Approved,False,None
1248,237,Travel,870.48,2026-01-04,16:47:00,FL,Debit Card,Approved,False,None
1318,230,Grocery,986.79,2026-05-05,05:53:00,CA,Debit Card,Approved,False,None
1113,211,Grocery,748.86,2025-08-23,14:48:00,NY,Mobile Wallet,Approved,False,None
1482,232,Restaurant,1021.34,2025-11-29,22:26:00,CA,Debit Card,Approved,False,None
1390,230,Retail,533.38,2026-01-21,15:27:00,CA,Debit Card,Approved,False,None
1066,215,Grocery,765.58,2025-09-21,06:29:00,CA,Credit Card,Approved,False,None
1023,240,Grocery,1975.18,2026-04-15,07:05:00,IL,Credit Card,Approved,False,None
1178,227,Restaurant,1560.66,2025-10-27,23:49:00,TX,Mobile Wallet,Approved,False,None
1467,250,Gas,1872.89,2025-07-26,03:39:00,IL,Mobile Wallet,Approved,False,None
1216,235,Travel,700.29,2025-07-25,07:50:00,TX,Credit Card,Approved,False,None
1133,207,Gas,59.24,2025-11-05,16:37:00,IL,Mobile Wallet,Approved,False,None
1370,206,Electronics,1319.25,2026-01-29,17:55:00,IL,Debit Card,Approved,False,None
